layer,position,p10,p50,p90,mean,std
3,15,2.2232418060302734,9.36030888557434,17.880742073059082,9.561466559039221,5.908173347787889
3,16,2.1172576904296876,8.794652462005615,17.088954353332518,9.08634602142705,5.657463177149584
3,17,2.04551420211792,8.460851669311523,15.974516868591309,8.7072926910056,5.320842283306878
3,18,1.8998850822448732,7.757192611694336,15.156582641601561,8.145887651575936,5.067386324547009
3,19,1.7771102905273437,7.187573432922363,14.109453392028808,7.538686512576209,4.721680640859867
3,20,1.7153181076049806,6.637367248535156,13.683422851562499,7.2124447313282225,4.561161274297549
3,21,1.655567836761475,6.294538497924805,12.84263572692871,6.802014769315719,4.235368300483952
3,22,1.5206099510192872,5.892114639282227,12.08147964477539,6.377668908966912,4.061965387917102
3,23,1.4206085205078125,5.415857315063477,11.378703689575195,6.004367756909795,3.857864454533321
3,24,1.2762792587280274,4.965466022491455,10.637278175354004,5.5587401138411625,3.642541985166861
3,25,1.1910835266113282,4.746767997741699,10.20529556274414,5.298640735215611,3.542081095792859
3,26,1.2762233734130861,4.536424875259399,10.063368606567382,5.1762027837170494,3.4431732059326787
3,27,1.044714641571045,4.426393032073975,9.981455612182616,5.04908706843853,3.498393186096562
3,28,1.165244197845459,4.135080337524414,9.068731498718261,4.74285545832581,3.168034288141203
3,29,1.0196121215820315,3.9803409576416016,8.913862800598144,4.5552545615037285,3.108843762989623
3,30,1.0486361503601074,3.7569003105163574,8.225868320465088,4.263804929388894,2.85347548175902
3,31,0.8107803344726563,3.3403148651123047,7.6612035751342775,3.8495745921134947,2.675761380490358
3,32,0.4217091560363771,3.2153024673461914,7.739179229736328,3.734368574751748,2.8178854646890277
3,33,0.43517303466796875,2.962474822998047,7.02041835784912,3.4623048594925137,2.659652418605451
3,34,0.31045989990234396,2.940103054046631,7.171506690979004,3.435319842894872,2.6730224407859087
3,35,0.3379728317260743,2.9161243438720703,6.887362098693847,3.3496953741047117,2.5698858961580497
3,36,0.050225257873535205,2.703768730163574,6.534811782836914,3.1296220143636067,2.487804713506775
3,37,0.015561866760253982,2.6741418838500977,6.748500823974609,3.149258102642165,2.5864341543378586
3,38,0.0,2.5048954486846924,6.310400772094726,2.9669635531637404,2.521775567542789
3,39,0.0,2.692234992980957,6.730576515197754,3.137631477912267,2.6274266785863145
4,0,25.213982915878297,50.50237226486206,91.19194345474243,53.716868902378614,24.996102727932126
4,1,5.85279998779297,16.476841926574707,29.491280364990235,16.982569096485772,8.781025824499421
4,2,5.18212890625,14.375991344451904,24.93215980529785,14.619236227009031,7.358155796445669
4,3,4.799705886840821,13.247461318969727,23.688897705078123,13.757842499017716,7.205102314011499
4,4,4.326182556152344,12.143512725830078,22.183089447021484,12.718164260254966,6.749908862659887
4,5,3.8558473587036133,11.453906536102295,21.07882804870605,12.065113457838693,6.596758044405687
4,6,4.057675504684449,11.177803039550781,20.039382934570312,11.68457909742991,6.184825028917814
4,7,3.676773834228516,10.867420196533203,20.129269790649413,11.45894063949585,6.308328419271751
4,8,3.7835412979125986,10.483740329742432,19.277801418304442,11.176428184774187,6.070162251603632
4,9,3.3825080394744873,10.036827087402344,19.025392341613767,10.707897585233052,6.018569239462239
4,10,3.284056854248047,9.498426914215088,17.828843402862546,10.113440780904558,5.612230766465782
4,11,3.0328915119171143,8.977916717529297,17.301358795166017,9.727130124833849,5.587846212673834
4,12,2.7150327682495123,8.387371063232422,16.53607292175293,9.116601158645418,5.377964562520408
4,13,2.642915058135986,7.976934432983398,15.67128620147705,8.694018089108997,5.098451332964621
4,14,2.666910552978516,7.78482723236084,15.166004943847657,8.47993972937266,4.883808713221073
4,15,2.536297130584717,7.555017948150635,14.950148391723632,8.212408491108153,4.833042690003838
4,16,2.484556865692139,7.2758893966674805,14.686097717285156,8.088091196484037,4.8600650759007475
4,17,2.3042442798614506,7.231928825378418,14.444022560119627,7.905500574906667,4.798702335516016
4,18,2.063021945953369,6.846038818359375,14.202578735351562,7.595590473413467,4.7968786350858
4,19,1.8470479965209967,6.140861511230469,13.295038509368895,6.963729748460982,4.551658667872776
4,20,1.7987182140350342,5.995887756347656,13.34176788330078,6.8920706409878205,4.618824707631418
4,21,1.6202297210693364,5.808629989624023,13.019821166992188,6.688522692124049,4.46687482017585
4,22,1.471957015991211,5.638690948486328,12.472536373138427,6.45265211224556,4.425052674648247
4,23,1.55889892578125,5.377340316772461,12.30827522277832,6.29600209845437,4.342528670856779
4,24,1.3485987186431885,5.163084030151367,11.67839307785034,5.945968645281262,4.135201211548299
4,25,1.3025131225585938,5.227687835693359,11.915306186676025,6.024472201135423,4.256228595618479
4,26,1.1219003677368165,4.855044364929199,12.03822135925293,5.850382639302148,4.314140617271798
4,27,1.0744370460510255,5.106825828552246,12.598236083984371,6.068503433465958,4.5784732956634375
4,28,1.1572529315948488,4.993791580200195,12.136039924621581,5.914724513159858,4.326276788370977
4,29,1.2304386138916017,4.973947525024414,12.052026748657227,5.925941278934479,4.307992686607045
4,30,0.8904922485351564,4.6711273193359375,11.345022964477538,5.5747314642535315,4.145925334995946
4,31,0.82679443359375,4.410942077636719,10.888186264038085,5.267214098771413,3.9398941841183084
